05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,10,08,11,05,05,05,05,05
05,05,05,05,01,08,08,08,09,00,07,11,05,05,05,05
05,05,05,10,09,00,00,00,00,00,00,07,08,11,05,05
05,05,10,00,00,00,00,00,00,00,00,00,00,04,05,05
05,05,06,00,00,00,00,00,00,00,00,00,00,04,05,05
05,05,06,00,00,00,00,00,00,00,00,00,00,07,11,05
05,05,06,00,00,00,00,00,00,00,00,00,00,00,04,05
05,05,06,00,00,00,00,00,00,00,00,00,01,02,13,05
05,05,06,00,00,00,00,00,00,00,00,01,13,05,05,05
05,05,12,03,00,00,00,00,00,00,00,04,05,05,05,05
05,05,05,12,02,03,00,00,00,00,01,13,05,05,05,05
05,05,05,05,05,12,02,02,02,02,13,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
